AQI,Station_name,Time
194,"Teri Gram, Gurugram, India",2023-12-27 17:00:00
219,"Teri Gram, Gurugram, India",2023-12-27 20:00:00
205,"Teri Gram, Gurugram, India",2023-12-27 23:00:00
200,"Teri Gram, Gurugram, India",2023-12-28 00:00:00
197,"Teri Gram, Gurugram, India",2023-12-28 01:00:00
186,"Teri Gram, Gurugram, India",2023-12-28 02:00:00
178,"Teri Gram, Gurugram, India",2023-12-28 03:00:00
174,"Teri Gram, Gurugram, India",2023-12-28 04:00:00
167,"Teri Gram, Gurugram, India",2023-12-28 05:00:00
157,"Teri Gram, Gurugram, India",2023-12-28 07:00:00
160,"Teri Gram, Gurugram, India",2023-12-28 08:00:00
167,"Teri Gram, Gurugram, India",2023-12-28 09:00:00
167,"Teri Gram, Gurugram, India",2023-12-28 10:00:00
167,"Teri Gram, Gurugram, India",2023-12-28 11:00:00
173,"Teri Gram, Gurugram, India",2023-12-28 17:00:00
188,"Teri Gram, Gurugram, India",2023-12-28 18:00:00
187,"Teri Gram, Gurugram, India",2023-12-28 19:00:00
197,"Teri Gram, Gurugram, India",2023-12-28 22:00:00
193,"Teri Gram, Gurugram, India",2023-12-28 23:00:00
196,"Teri Gram, Gurugram, India",2023-12-29 00:00:00
174,"Teri Gram, Gurugram, India",2023-12-29 04:00:00
174,"Teri Gram, Gurugram, India",2023-12-29 05:00:00
170,"Teri Gram, Gurugram, India",2023-12-29 06:00:00
163,"Teri Gram, Gurugram, India",2023-12-29 07:00:00
164,"Teri Gram, Gurugram, India",2023-12-29 08:00:00
158,"Teri Gram, Gurugram, India",2023-12-29 09:00:00
156,"Teri Gram, Gurugram, India",2023-12-29 10:00:00
164,"Teri Gram, Gurugram, India",2023-12-29 11:00:00
183,"Teri Gram, Gurugram, India",2023-12-29 20:00:00
192,"Teri Gram, Gurugram, India",2023-12-30 05:00:00
187,"Teri Gram, Gurugram, India",2023-12-30 06:00:00
185,"Teri Gram, Gurugram, India",2023-12-30 07:00:00
179,"Teri Gram, Gurugram, India",2023-12-30 08:00:00
175,"Teri Gram, Gurugram, India",2023-12-30 09:00:00
185,"Teri Gram, Gurugram, India",2023-12-31 08:00:00
181,"Teri Gram, Gurugram, India",2023-12-31 10:00:00
181,"Teri Gram, Gurugram, India",2023-12-31 11:00:00
180,"Teri Gram, Gurugram, India",2023-12-31 14:00:00
180,"Teri Gram, Gurugram, India",2023-12-31 15:00:00
180,"Teri Gram, Gurugram, India",2023-12-31 16:00:00
177,"Teri Gram, Gurugram, India",2023-12-31 17:00:00
171,"Teri Gram, Gurugram, India",2023-12-31 18:00:00
168,"Teri Gram, Gurugram, India",2023-12-31 19:00:00
