StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"Vikas Sadan, Gurugram - HSPCB",9/30/16,61.99,,,,,,0.54,2.27,32.51,,,,123,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/1/16,66.54,,,,,,0.49,2.54,24.82,,,,138,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/2/16,46.7,,,,,,0.52,2.64,27.68,,,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/3/16,79.11,,,,,,0.51,2.47,26.79,,,,112,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/4/16,112.56,,,,,,0.5,2.63,26.83,,,,229,Poor
"Vikas Sadan, Gurugram - HSPCB",10/5/16,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",10/6/16,130.81,,,,,,0.55,2.63,24.32,,,,,
"Vikas Sadan, Gurugram - HSPCB",10/7/16,95.82,,,,,,0.51,2.66,21.04,,,,226,Poor
"Vikas Sadan, Gurugram - HSPCB",10/8/16,96.77,,,,,,0.52,2.63,23.95,,,,236,Poor
"Vikas Sadan, Gurugram - HSPCB",10/9/16,88.97,,,,,,0.5,2.79,42.57,,,,205,Poor
"Vikas Sadan, Gurugram - HSPCB",10/10/16,68.82,,,,,,0.53,2.31,41.83,,,,164,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/11/16,94.24,,,,,,0.5,2.43,48.24,,,,182,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/12/16,240.11,,,,,,0.51,3.32,48.28,,,,273,Poor
"Vikas Sadan, Gurugram - HSPCB",10/13/16,76.42,,,,,,0.46,7.88,28.98,,,,348,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/14/16,37.99,,,,,,0.45,2.64,19.33,,,,80,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/15/16,49.08,,,,,,0.53,1.89,39.97,,,,86,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/16/16,57.29,,,,,,0.49,2.97,32.14,,,,94,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/17/16,67.06,,,,,,0.49,4.76,23.57,,,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/18/16,63.34,,,,,,0.56,6.52,26.84,,,,131,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/19/16,62.63,,161.85,127.56,183.37,,0.59,4.16,20.79,,,,110,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/20/16,71.62,,287.14,220.26,287.89,,0.56,4.81,21.37,,,,210,Poor
"Vikas Sadan, Gurugram - HSPCB",10/21/16,59.17,,217.85,151.06,262.32,,0.67,5.13,20.19,,,,208,Poor
"Vikas Sadan, Gurugram - HSPCB",10/22/16,50.29,,8.62,7.7,12.7,,0.52,5.44,19.95,,,,143,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/23/16,56.33,,4.27,13.49,5.98,,0.5,2.83,39.74,,,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/24/16,56.43,,0.73,0.65,1.44,,0.42,3.09,17.4,,,,95,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/25/16,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",10/26/16,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",10/27/16,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",10/28/16,433.28,,7.56,10.29,17.73,,0.87,4.56,11.88,0.86,8.63,,,
"Vikas Sadan, Gurugram - HSPCB",10/29/16,194.04,,8.83,10.17,18.61,,0.47,2.59,33.06,3.07,30.71,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/30/16,182.17,,7.86,10.15,17.84,,0.76,4.99,32.02,3.41,34.07,,345,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/31/16,290.86,,7.84,10.11,17.8,,1.41,8.86,33.45,2.92,29.24,,413,Severe
"Vikas Sadan, Gurugram - HSPCB",11/1/16,302.15,,8.04,10.21,17.91,,1.06,7.07,35.39,3.8,37.97,,447,Severe
"Vikas Sadan, Gurugram - HSPCB",11/2/16,561.42,,7.92,10.11,17.85,,0.88,5.95,13.97,2.53,25.3,,490,Severe
"Vikas Sadan, Gurugram - HSPCB",11/3/16,522.1,,7.75,10.15,17.76,,1.82,8.89,20.25,2.41,24.04,,708,Severe
"Vikas Sadan, Gurugram - HSPCB",11/4/16,159.02,,7.93,10.1,17.91,,0.92,9.08,16.58,2.91,27.69,,403,Severe
"Vikas Sadan, Gurugram - HSPCB",11/5/16,446.49,,7.9,10.07,,,,6.43,16.47,3.05,30.28,,468,Severe
"Vikas Sadan, Gurugram - HSPCB",11/6/16,616.19,,7.94,10.09,,,,8.11,13.42,3.74,35.61,,684,Severe
"Vikas Sadan, Gurugram - HSPCB",11/7/16,405.74,,7.91,10.1,,,,6,16.66,3.18,31.75,,602,Severe
"Vikas Sadan, Gurugram - HSPCB",11/8/16,150.09,,8.44,10.1,,,,3.64,30.91,4.22,39.98,,304,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/9/16,291.49,,7.64,10.24,,,,13.25,6.4,3.4,34.02,,340,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/10/16,174.01,,7.7,10.18,,,,15.59,21.1,3.22,32.21,,,
"Vikas Sadan, Gurugram - HSPCB",11/11/16,269.34,,7.9,10.13,,,,4.03,24.94,2.53,24.95,,403,Severe
"Vikas Sadan, Gurugram - HSPCB",11/12/16,106.74,,7.96,10.14,,,,2.88,32.51,2.56,25.63,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/13/16,72.49,,7.78,10.14,,,,5.52,25.36,3.45,34.47,,179,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/14/16,95.73,,7.83,10.22,,,,6.89,24.1,2.92,27.22,,224,Poor
"Vikas Sadan, Gurugram - HSPCB",11/15/16,126.71,,7.83,10.17,,,,6.1,20.71,3.47,34.75,,226,Poor
"Vikas Sadan, Gurugram - HSPCB",11/16/16,189.7,,7.85,10.21,,,,5.8,27.38,2.18,21.79,,346,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/17/16,112.77,,7.78,10.19,,,,2.48,38.36,2.42,24.19,,315,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/18/16,88.8,,7.92,10.21,,,,4.97,34.22,2.18,21.8,,201,Poor
"Vikas Sadan, Gurugram - HSPCB",11/19/16,131.18,,7.82,10.2,,,,10.35,26.98,2.58,25.79,,296,Poor
"Vikas Sadan, Gurugram - HSPCB",11/20/16,114.71,,7.76,10.14,,,,5.57,30.8,2.51,25.11,,258,Poor
"Vikas Sadan, Gurugram - HSPCB",11/21/16,145.24,,7.94,10.13,,,,6.87,24.41,2.59,25.52,,305,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/22/16,147.76,,7.92,10.13,,,,6.81,20.13,3.55,35.56,,344,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/23/16,143.25,,8.01,10.14,,,,6.71,27.57,3.27,32.75,,210,Poor
"Vikas Sadan, Gurugram - HSPCB",11/24/16,211.47,,7.83,10.17,,,,7.01,25.87,2.45,24.31,,381,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/25/16,144.36,,7.8,10.21,,,,1.74,44.26,2.79,27.69,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/26/16,80.27,,7.87,10.24,,,,4.49,48.49,2.7,26.95,,232,Poor
"Vikas Sadan, Gurugram - HSPCB",11/27/16,80.99,,7.9,10.2,,,,3.42,44.77,1.62,16.14,,212,Poor
"Vikas Sadan, Gurugram - HSPCB",11/28/16,77.9,,7.89,10.18,,,,7.13,36.38,2.37,23.55,,121,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/29/16,209.2,,8.01,10.15,,,,13.32,23.06,1.22,12.24,,324,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/30/16,234.89,,7.85,10.13,,,,5.22,8.75,1.57,15.69,,387,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/1/16,199.76,,7.83,10.13,,,,3.7,5.82,2.21,22.13,,359,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/2/16,239.16,,7.88,10.19,,,,8.15,4.66,3.88,38.82,,387,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/3/16,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",12/4/16,459.52,,7.2,10.24,,,,37.32,0.89,4.18,41.74,,,
"Vikas Sadan, Gurugram - HSPCB",12/5/16,252.46,,7.89,10.14,,,,12.73,15.31,2.11,21.05,,421,Severe
"Vikas Sadan, Gurugram - HSPCB",12/6/16,304.69,,7.74,10.15,,,,9.86,13.49,3.06,30.59,,419,Severe
"Vikas Sadan, Gurugram - HSPCB",12/7/16,346.74,,7.94,10.16,,,,4.99,11.71,3.28,32.81,,468,Severe
"Vikas Sadan, Gurugram - HSPCB",12/8/16,161.45,,7.88,10.19,,,,4.18,6.13,3.24,32.42,,411,Severe
"Vikas Sadan, Gurugram - HSPCB",12/9/16,228.9,,7.9,10.34,,,,6.83,15.43,3.55,35.5,,360,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/10/16,162.03,,7.87,10.34,,,,3.24,11.3,3.14,29.74,,368,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/11/16,139.54,,7.83,10.44,,,,8.57,13.18,3.81,37.77,,313,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/12/16,199.98,,7.94,10.4,,,,9.96,11.54,3.63,36,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/13/16,188.7,,7.99,10.46,,,,7.37,12.06,4.1,41.04,,355,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/14/16,121.62,,7.95,10.56,,,,2.45,14.79,2.04,19.35,,319,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/15/16,116.09,,7.79,10.76,,,,5.19,18.66,2.57,25.66,,253,Poor
"Vikas Sadan, Gurugram - HSPCB",12/16/16,217.65,,7.8,10.74,,,,10.36,18.09,2.56,25.62,,346,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/17/16,228.15,,7.86,10.77,,,,3.98,19.12,2.27,22.72,,390,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/18/16,197.63,,7.93,10.98,,,,3.91,21.9,3.44,34.31,,361,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/19/16,216.69,,7.88,11.02,,,,4.17,22.04,2.98,27.92,,374,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/20/16,140.04,,7.89,11.52,,,1.45,2.85,37.38,2.65,26.27,,331,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/21/16,91.71,,7.94,11.66,,,6.32,2.65,35.81,3.41,34.07,,265,Poor
"Vikas Sadan, Gurugram - HSPCB",12/22/16,127.38,,7.94,11.2,,,16.75,6.08,23.1,2.89,28.88,,291,Poor
"Vikas Sadan, Gurugram - HSPCB",12/23/16,324.42,,7.91,10.83,,,19.8,13.69,16.49,2.43,21.9,,421,Severe
"Vikas Sadan, Gurugram - HSPCB",12/24/16,348.57,,7.9,11.2,,,14.04,5.83,23.56,1.51,15.16,,498,Severe
"Vikas Sadan, Gurugram - HSPCB",12/25/16,207.85,,7.99,10.58,,,,1.74,13.46,3.77,37.75,,399,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/26/16,177.88,,9.13,10.93,,,14.84,27.42,22.94,2.2,22.03,,,
"Vikas Sadan, Gurugram - HSPCB",12/27/16,247.81,,8.57,10.86,,,14.55,10.91,19.75,1.41,14.14,,379,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/28/16,393.63,,7.87,10.57,,,27.56,10.53,10.87,1.83,17.63,,483,Severe
"Vikas Sadan, Gurugram - HSPCB",12/29/16,307.44,,7.88,10.65,,,27.7,4.21,13.25,2.53,25.26,,468,Severe
"Vikas Sadan, Gurugram - HSPCB",12/30/16,249.77,,7.99,10.26,,,26.76,3.54,5.08,4.04,40.45,,421,Severe
"Vikas Sadan, Gurugram - HSPCB",12/31/16,203.77,,7.68,10.43,,,23.77,4.6,7.32,3.04,29.1,,394,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/1/17,216.51,,7.89,10.67,,,21.61,7.48,13.66,2.9,28.98,,385,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/2/17,349.97,,7.92,10.29,,,39.8,9.92,6.82,3.27,31.17,,459,Severe
"Vikas Sadan, Gurugram - HSPCB",1/3/17,276.39,,9.43,10.39,,,29.94,9.69,7.21,2.84,28.37,,446,Severe
"Vikas Sadan, Gurugram - HSPCB",1/4/17,343.01,,9.56,10.57,,,22.53,8.46,8.79,2.71,26,,490,Severe
"Vikas Sadan, Gurugram - HSPCB",1/5/17,248.09,,2.98,10.52,,,22.65,5.83,13.19,4.13,41.31,,409,Severe
"Vikas Sadan, Gurugram - HSPCB",1/6/17,229.34,,3.79,10.36,,,20.75,4,12.72,2.84,28.36,,409,Severe
"Vikas Sadan, Gurugram - HSPCB",1/7/17,190.41,,4.02,10.34,,,23.21,5.4,4.12,2.71,27.16,,367,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/8/17,179.39,,5.22,10.22,,,15.95,4.16,16.58,1.35,13.46,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/9/17,177.05,,4.94,10.23,,,19.9,6.26,12.16,3.13,31.32,,361,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/10/17,192.79,,4.9,10.25,,,16.17,3.57,21.26,3.44,34.42,,374,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/11/17,224.34,,3.91,10.37,,,16.73,5.64,22.79,4.02,40.18,,365,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/12/17,287.49,,3.19,10.56,,,21.5,6.3,20.84,4.26,42.66,,431,Severe
"Vikas Sadan, Gurugram - HSPCB",1/13/17,367.86,,3.23,10.64,,,23.94,6.32,18.91,3.61,36.15,,472,Severe
"Vikas Sadan, Gurugram - HSPCB",1/14/17,428.88,,3.02,10.77,,,28.01,8.33,15.19,2.69,26.88,,531,Severe
"Vikas Sadan, Gurugram - HSPCB",1/15/17,256.67,,2.72,10.56,,,20.58,8.74,15.54,3.13,31.29,,461,Severe
"Vikas Sadan, Gurugram - HSPCB",1/16/17,223.16,,4.47,15.47,,,12.8,6.65,14.5,3.84,38.42,,402,Severe
"Vikas Sadan, Gurugram - HSPCB",1/17/17,158.05,,5.38,10.25,,,0.64,4.7,14.22,2.71,26.92,,345,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/18/17,251.06,,2.56,10.46,,,0.9,7.66,11.53,3.24,32.4,,380,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/19/17,123.78,,6.31,10.18,,,0.71,5.61,12.11,4.17,41.67,,393,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/20/17,137.01,,6.63,9.88,,,0.72,6.62,3.72,3.52,35.18,,302,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/21/17,224.77,,21.07,16.08,,,0.87,17.76,24.98,3.74,37.42,,,
"Vikas Sadan, Gurugram - HSPCB",1/22/17,217.2,,12.1,9.22,,,1.17,21.12,14.48,4.27,42.74,,,
"Vikas Sadan, Gurugram - HSPCB",1/23/17,148.95,,6.19,9.51,,,1,10.91,12.56,4.14,41.38,,345,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/24/17,243.66,,4.68,7.64,,,1.28,11.42,13.28,3.63,36.28,,346,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/25/17,241.97,,6.74,7.87,,,1.01,8.98,7.55,3.67,36.73,,404,Severe
"Vikas Sadan, Gurugram - HSPCB",1/26/17,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",1/27/17,114.14,,7.27,9.68,,,0.61,3.3,16.15,3.72,37.22,,,
"Vikas Sadan, Gurugram - HSPCB",1/28/17,104.16,,7.21,9.98,,,0.6,4.06,15.84,2.32,23.17,,248,Poor
"Vikas Sadan, Gurugram - HSPCB",1/29/17,119.53,,6.44,9.58,,,0.67,5.17,19.08,3.3,32.99,,260,Poor
"Vikas Sadan, Gurugram - HSPCB",1/30/17,177.67,,5.5,7.8,,,0.9,5.67,14.05,2.56,25.56,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/31/17,232.03,,3.12,6.61,,,1.12,8.51,19.23,3.34,33.4,,370,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/1/17,168.39,,4.49,8.65,,,0.76,4.34,2.71,2.76,27.59,,369,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/2/17,293.59,,28.69,40.59,,,0.39,15.41,4.36,4.26,42.63,,,
"Vikas Sadan, Gurugram - HSPCB",2/3/17,289.36,,195.71,362.21,,,1.16,11.09,17.89,3.98,39.82,,443,Severe
"Vikas Sadan, Gurugram - HSPCB",2/4/17,197.89,,42.75,24.41,,,0.75,4.24,28.8,3.58,35.77,,395,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/5/17,157.03,,14.04,11.41,,,0.71,3.08,34.33,3.42,34.17,,333,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/6/17,135.66,,7.88,11.2,,,0.73,5.49,21.4,1.66,17.5,,325,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/7/17,118.32,,4.47,9.24,,,0.62,4.08,32.85,0.03,2.83,,299,Poor
"Vikas Sadan, Gurugram - HSPCB",2/8/17,184.47,,6.09,7.39,,,0.81,6.74,23.38,0.03,3.38,,330,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/9/17,196.09,,5.21,7.38,,,0.76,7.01,28.66,0.03,3.22,,354,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/10/17,151.15,,6.84,9.52,,,0.67,3.49,33.01,0.04,3.97,,338,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/11/17,156.03,,4.85,8.08,,,0.73,5.36,27.57,0.03,3.14,,332,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/12/17,239.49,,5.16,5.92,,,0.89,8.62,33.06,0.03,2.64,,359,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/13/17,182.88,,6.77,7.82,,,0.71,5.05,33.96,0.03,3.25,,368,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/14/17,183.99,,5.34,7.14,,,0.72,5.27,39.27,0.03,3.2,,346,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/15/17,151.33,,3.03,5.38,,,0.71,6.71,30.31,0.03,2.65,,336,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/16/17,159.14,,2.5,7.12,,,0.7,5.18,33.27,0.03,3.43,,331,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/17/17,115.48,,3.69,6.89,,,0.64,4.62,25,0.03,2.5,,312,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/18/17,92.14,,4.23,6.66,,,0.77,5.39,25.44,0.03,3.56,,217,Poor
"Vikas Sadan, Gurugram - HSPCB",2/19/17,120.21,,5.04,5.67,,,0.87,6.1,24.14,0.04,3.81,,269,Poor
"Vikas Sadan, Gurugram - HSPCB",2/20/17,137.97,,8.05,5.26,,,0.87,6.12,15.11,0.03,3.44,,312,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/21/17,85.41,,4.87,7.78,,,0.72,4.79,37.2,0.04,3.74,,230,Poor
"Vikas Sadan, Gurugram - HSPCB",2/22/17,121.12,,3.33,5.85,,,0.81,9.51,36.44,0.04,3.98,,276,Poor
"Vikas Sadan, Gurugram - HSPCB",2/23/17,91.23,,3.91,7.85,,,0.57,4.46,21.25,0.04,3.3,,202,Poor
"Vikas Sadan, Gurugram - HSPCB",2/24/17,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",2/25/17,85.23,,25.46,19.63,,,0.16,11.46,63.65,0.04,3.77,,,
"Vikas Sadan, Gurugram - HSPCB",2/26/17,86.48,,4.29,8.7,,,0.56,5.53,54.47,0.03,3.47,,215,Poor
"Vikas Sadan, Gurugram - HSPCB",2/27/17,127.67,,4.13,5.96,,,0.68,7.8,39.27,0.03,3.27,,269,Poor
"Vikas Sadan, Gurugram - HSPCB",2/28/17,163.37,,3.63,12.42,,,0.97,10.97,25.32,0.03,2.76,,325,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/1/17,122.11,,3.91,13.98,,,0.76,13.01,30.88,0.03,2.57,,310,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/2/17,120.83,,4.26,16.15,,,0.65,12.15,25.1,0.03,3.32,,272,Poor
"Vikas Sadan, Gurugram - HSPCB",3/3/17,82.44,,7.77,17.95,,,0.54,9.5,50.65,0.04,3.59,,237,Poor
"Vikas Sadan, Gurugram - HSPCB",3/4/17,92.77,,7.95,17.8,,,0.56,9.13,54.11,0.03,3.44,,226,Poor
"Vikas Sadan, Gurugram - HSPCB",3/5/17,73.25,,8.28,18.16,,,0.55,9.33,60.3,0.03,2.85,,162,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/6/17,85.19,,5.9,16.83,,,0.58,12.15,45.58,0.03,2.17,,171,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/7/17,131.31,,4.56,13.54,,,0.7,14.72,39.73,0.03,2.96,,247,Poor
"Vikas Sadan, Gurugram - HSPCB",3/8/17,68.46,,4.51,15.94,,,0.57,12.59,42.02,0.03,3.06,,223,Poor
"Vikas Sadan, Gurugram - HSPCB",3/9/17,67.09,,5.68,16.52,,,0.54,9.52,37.61,0.03,2.75,,123,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/10/17,28.78,,6.94,17.54,,,0.49,7.11,41.6,0.03,3.33,,73,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/11/17,50.16,,7.29,17.71,,,0.5,6.47,43.13,0.04,3.9,,70,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/12/17,61.95,,6.91,16.63,,,0.55,5.77,44.28,0.04,3.94,,137,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/13/17,72.08,,8.96,18.98,,,0.53,6.31,58.69,0.04,3.98,,129,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/14/17,104.98,,5.92,14.58,,,0.59,8.8,43.25,0.03,2.62,,186,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/15/17,65.48,,9.28,18.5,,,0.53,10.6,83.57,0.01,1.24,,254,Poor
"Vikas Sadan, Gurugram - HSPCB",3/16/17,122.06,,6.44,16.11,,,0.55,18.86,76.5,0.02,1.24,,,
"Vikas Sadan, Gurugram - HSPCB",3/17/17,80.97,,8.48,18.59,,,0.54,12.58,75.12,0.04,4.31,,,
"Vikas Sadan, Gurugram - HSPCB",3/18/17,107.61,,6.99,16.92,,,0.62,11.9,56.24,0.03,2.82,,234,Poor
"Vikas Sadan, Gurugram - HSPCB",3/19/17,139.89,,6.07,15.18,,,0.65,11.87,45.36,0.03,3.32,,312,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/20/17,161.12,,7.03,17.49,,,0.64,15.89,57.3,0.04,3.55,,327,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/21/17,117.85,,5.35,15.58,,,0.61,20.15,43.46,0.03,3.33,,307,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/22/17,135.89,,4.51,11.22,,,0.67,21.86,37.31,0.03,2.4,,300,Poor
"Vikas Sadan, Gurugram - HSPCB",3/23/17,160.37,,3.02,7.83,,,0.72,24,43.09,0.02,2.14,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/24/17,96.27,,4.69,10.8,,,0.63,18.48,39.56,0.02,1.7,,292,Poor
"Vikas Sadan, Gurugram - HSPCB",3/25/17,23.44,,5.76,11.89,,,0.52,14.78,58.81,0.02,1.91,,122,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/26/17,32.52,,6.23,12.13,,,0.53,16.18,66.98,0.03,3.21,,,
"Vikas Sadan, Gurugram - HSPCB",3/27/17,54.93,,6.84,12.7,,,0.55,17.79,75.87,0.03,3.41,,97,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/28/17,136.89,,4.64,11.27,,,0.6,13.1,47.11,0.04,3.74,,226,Poor
"Vikas Sadan, Gurugram - HSPCB",3/29/17,151.9,,4.45,10.8,,,0.58,13.33,41.44,0.03,2.59,,331,Very Poor
"Vikas Sadan, Gurugram - HSPCB",3/30/17,87.87,,5.37,11.66,,,0.54,11.88,47.62,0.03,3.32,,252,Poor
"Vikas Sadan, Gurugram - HSPCB",3/31/17,89.33,,4.71,10.88,,,0.59,15.84,50.45,0.03,3.27,,186,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/1/17,128.14,,4.05,10.13,,,0.62,17.36,43.73,0.02,1.84,,294,Poor
"Vikas Sadan, Gurugram - HSPCB",4/2/17,91.59,,5.19,11.87,,,0.56,17.08,59.14,0.03,2.45,,267,Poor
"Vikas Sadan, Gurugram - HSPCB",4/3/17,118.71,,4.69,10.65,,,0.6,23.87,49.23,0.03,2.84,,240,Poor
"Vikas Sadan, Gurugram - HSPCB",4/4/17,107.34,,3.47,9.99,,,0.54,18.42,37.62,0.02,2.27,,272,Poor
"Vikas Sadan, Gurugram - HSPCB",4/5/17,50.29,,2.25,10.04,,,0.51,6.58,39.63,0.02,1.74,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/6/17,108.87,,2.5,10.41,,,0.5,7.33,41.81,0.03,2.69,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",4/7/17,389.54,,1.66,8.91,,,0.53,12.99,38.95,0.04,3.58,,456,Severe
"Vikas Sadan, Gurugram - HSPCB",4/8/17,83.21,,1.46,6.07,,,0.57,17.09,49.3,0.02,2.17,,307,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/9/17,143.02,,1.56,9.81,,,0.49,15.85,72.77,0.02,2.15,,304,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/10/17,177.17,,3.61,10.79,,,0.51,22.44,76.52,0.02,1.41,,319,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/11/17,104.07,,5.14,10.61,,,0.56,29.11,72.13,0.02,1.36,,321,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/12/17,113.49,,4.29,9.45,,,0.6,19.77,62.93,0.02,1.36,,222,Poor
"Vikas Sadan, Gurugram - HSPCB",4/13/17,226.83,,2.89,6.46,,,0.86,32.23,49.7,0.02,1.65,,351,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/14/17,215.31,,2.68,6.84,,,0.84,21.98,54.99,0.02,1.27,,388,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/15/17,196.49,,3.22,7.49,,,0.69,23.56,54.34,0.01,0.83,,353,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/16/17,179.5,,3.42,7.54,,,0.66,36.14,60.24,0.02,2.12,,363,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/17/17,208.88,,3.35,8.57,,,0.7,13.63,58.26,0.02,2.12,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/18/17,292.02,,3.21,8.31,,,0.64,14.55,41.41,0.03,3.09,,405,Severe
"Vikas Sadan, Gurugram - HSPCB",4/19/17,180.07,,3.88,10.95,,,0.61,20.39,37.73,0.02,1.72,,403,Severe
"Vikas Sadan, Gurugram - HSPCB",4/20/17,193.39,,3.6,9.14,,,0.71,19.03,31.15,0.02,1.76,,349,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/21/17,242.41,,3.24,11.56,,,0.58,6.58,29.46,0.03,2.71,,354,Very Poor
