StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"Vikas Sadan, Gurugram - HSPCB",9/2/19,37.63,,7.23,5.11,11.56,,0.37,15.27,40.61,2,6.01,,69,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/3/19,66.78,,7.22,5.09,11.55,,0.29,15.04,40.72,2,6.02,,101,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/4/19,75.09,,7.23,5.11,11.56,,0.31,16.12,40.54,2,5.99,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/5/19,29.7,,7.24,5.11,11.55,,0.3,15.59,32.21,2.01,6.02,,96,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/6/19,31.2,,7.69,5.29,11.88,,0.33,16.36,27.36,2,6.02,,53,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/7/19,25.05,,7.24,5.16,11.59,,0.31,13.01,25.01,1.99,6.01,,49,Good
"Vikas Sadan, Gurugram - HSPCB",9/8/19,25.3,,7.2,5.11,11.53,,0.31,15.01,38.29,2,6,,83,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/9/19,48.11,,7.23,5.17,11.58,,0.32,13.94,28.06,2,5.98,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/10/19,67.5,,7.21,5.22,11.59,,0.33,13.93,39.22,1.99,5.97,,103,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/11/19,68.45,,7.35,5.19,11.68,,0.34,13.79,41.78,2,5.99,,128,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/12/19,49.16,,7,5.35,11.5,,0.28,14.48,37.78,1.99,5.96,,126,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/13/19,29.91,,7.43,5.42,11.75,,0.29,13.63,24.31,2,6.01,,62,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/14/19,20.99,,7.51,5.67,11.93,,0.29,14.11,30.52,2.01,5.99,,54,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/15/19,26.39,,7.01,5.33,11.5,,0.33,13.09,33.17,1.99,6,,60,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/16/19,44.71,,7.04,5.33,11.53,,0.31,12.37,27.7,2,6,,61,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/17/19,52.49,,7.05,5.43,11.53,,0.29,10.49,28.73,2.01,6.04,,88,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/18/19,36.36,,9.43,5.28,12.53,,0.4,9.84,30.23,2.01,5.99,,73,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/19/19,21.91,,10.2,3.24,10.71,,0.38,10.55,19.78,1.99,5.98,,52,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/20/19,30.24,,13.28,4.39,8.9,,0.41,9.97,12.12,2,6,,49,Good
"Vikas Sadan, Gurugram - HSPCB",9/21/19,29.83,,9.66,5.68,4.35,,0.41,10.22,16.59,2,5.99,,57,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/22/19,15.66,,8.46,5.13,3.1,,0.41,9.89,11.24,2,6,,54,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/23/19,21.8,,8.3,5.54,3.18,,0.42,10.1,15.38,2,5.99,,51,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/24/19,30.23,,9.55,7.31,6.84,,0.42,9.72,14.76,2,6.02,,49,Good
"Vikas Sadan, Gurugram - HSPCB",9/25/19,25.37,,7.51,8.49,9.92,,0.36,10.38,17.46,2,6.01,,52,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/26/19,23.66,,5.35,6.34,7.61,,0.37,9.33,7.87,1.99,6,,44,Good
"Vikas Sadan, Gurugram - HSPCB",9/27/19,14.99,,5.77,7.52,7.87,,0.39,9.57,5.52,2,6.01,,41,Good
"Vikas Sadan, Gurugram - HSPCB",9/28/19,12.23,,6.76,7.74,9.34,,0.39,10.48,9.62,2,6,,32,Good
"Vikas Sadan, Gurugram - HSPCB",9/29/19,12.79,,4.61,6.82,7.18,,0.35,16.94,13.06,2,6,,27,Good
"Vikas Sadan, Gurugram - HSPCB",9/30/19,19.96,,5.7,8.94,9.06,,0.28,10.09,12.12,2,6.01,,36,Good
"Vikas Sadan, Gurugram - HSPCB",10/1/19,24.78,,6.35,8.57,9.95,,0.52,9.95,15.74,2.01,6.01,,33,Good
"Vikas Sadan, Gurugram - HSPCB",10/2/19,35.92,,6.51,9.93,10.68,,1.16,10.12,49.46,1.99,6,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/3/19,58.79,,13.82,11.78,11.93,,1.05,9.61,31.29,2,6,,104,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/4/19,37.37,,17.99,10.31,18.68,,0.67,3.4,43.64,0.89,2.67,,97,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/5/19,35.04,,19.31,9.09,18.55,,0.63,4.53,49.76,0,2.93,,78,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/6/19,51.64,,17.25,8.86,16.77,,0.67,3.42,59.14,0,0,,92,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/7/19,56.39,,17.53,7.24,16.14,,0.64,3.5,58.84,0,0,,93,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/8/19,38.37,,19.63,10.27,19.42,,0.55,4.16,56.2,0,0,,95,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",10/9/19,70.44,,40.46,31.37,47.16,,1.21,2.43,36.55,0,0,,108,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/10/19,83.57,,75.49,51.32,82.65,,1.27,3.04,51.36,0,0,,153,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/11/19,83.09,,13.67,29.19,25.46,,0.93,2.41,54.08,0,0,,192,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/12/19,82.66,,10,10,10,,0.95,2.07,61.35,0,0,,172,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/13/19,95.91,,15.42,25.92,23.95,,1.23,2.06,52.19,0.75,2.24,,194,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/14/19,88.91,,69.88,71.68,93.84,,1.52,4.75,44.35,1.98,6.01,,212,Poor
"Vikas Sadan, Gurugram - HSPCB",10/15/19,103.75,,65.2,82.01,95.77,,1.56,3.16,46.53,2,5.99,,220,Poor
"Vikas Sadan, Gurugram - HSPCB",10/16/19,117.08,,21.65,80.9,60.26,,1.19,1.9,49.8,2,5.98,,267,Poor
"Vikas Sadan, Gurugram - HSPCB",10/17/19,104.02,,9.56,55.39,37.23,,0.8,3.07,56.52,2,5.97,,263,Poor
"Vikas Sadan, Gurugram - HSPCB",10/18/19,78.85,,6.95,51.28,32.98,,0.52,3.5,66.95,2,5.98,,245,Poor
"Vikas Sadan, Gurugram - HSPCB",10/19/19,60.48,,12.49,64.79,44.5,,0.7,2.52,77.05,2,6,,164,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/20/19,79.68,,11.78,45.01,33.58,,0.73,2.92,46.96,2,6.01,,164,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/21/19,94.68,,7.79,49.03,32.48,,0.76,2.1,51.57,2,6.01,,185,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/22/19,83.37,,21.9,56.04,47.46,,0.85,2.13,50.01,2.01,6.01,,190,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/23/19,87.47,,56.06,68.83,81.81,,1.12,4.29,66.96,2,6.01,,199,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/24/19,142.34,,138.3,101.64,166.93,,2.79,35.59,46.43,2.01,6,,267,Poor
"Vikas Sadan, Gurugram - HSPCB",10/25/19,104.39,,28.19,78.02,63.42,,1.44,35.03,55.79,2,6,,291,Poor
"Vikas Sadan, Gurugram - HSPCB",10/26/19,103.11,,25.5,66.37,55.16,,1.17,11.3,48.07,1.58,4.56,,240,Poor
"Vikas Sadan, Gurugram - HSPCB",10/27/19,192.73,,16.9,57.89,43.83,,1.1,10.4,52.61,0.1,0.31,,300,Poor
"Vikas Sadan, Gurugram - HSPCB",10/28/19,240.75,,11.29,56.39,38.49,,1.9,50.62,46.76,2.01,6.01,,410,Severe
"Vikas Sadan, Gurugram - HSPCB",10/29/19,189.72,,44.7,67.16,70.97,,1.88,11.12,26.45,1.99,5.97,,358,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/30/19,173.94,,59.76,67.45,83.18,,1.66,14.56,31.91,1.99,6,,345,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/31/19,194.64,,96.58,71.21,114.7,,2.14,21.81,35.35,1.99,6,,342,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/1/19,329.95,,41.29,92.05,81.25,,2.02,27.89,39.22,2.01,6.01,,425,Severe
"Vikas Sadan, Gurugram - HSPCB",11/2/19,234.28,,8.34,58.59,37.28,,1.4,17.94,14.82,2,5.97,,384,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/3/19,353.55,,7.93,54.37,34.79,,1.66,15.13,7.92,2,6.01,,482,Severe
"Vikas Sadan, Gurugram - HSPCB",11/4/19,184.44,,11.34,51.87,36.22,,0.87,18.77,10.51,1.99,5.99,,398,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/5/19,112.26,,20.8,51.83,43.77,,0.81,14.77,8.64,2,5.99,,320,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/6/19,82.93,,50.42,66.48,75.12,,0.8,17.05,26.2,2,5.99,,206,Poor
"Vikas Sadan, Gurugram - HSPCB",11/7/19,118.06,,15.31,71.17,49.48,,0.67,8.58,8.17,1.99,6,,230,Poor
"Vikas Sadan, Gurugram - HSPCB",11/8/19,131.12,,20.65,73.33,54.91,,1.31,0.21,11.87,2.01,6,,307,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/9/19,105.51,,5.32,48.76,29.76,,0.84,4.53,12.97,2,6.01,,294,Poor
"Vikas Sadan, Gurugram - HSPCB",11/10/19,113.99,,6.51,51.28,32.03,,0.79,11.01,18.3,2,5.99,,254,Poor
"Vikas Sadan, Gurugram - HSPCB",11/11/19,154.88,,28.87,76.22,63.13,,1.35,8.95,21.41,2,6.01,,300,Poor
"Vikas Sadan, Gurugram - HSPCB",11/12/19,299.29,,74.38,91.48,105.83,,1.99,1.71,31.57,2,6.02,,385,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/13/19,344.41,,59.08,125.6,111.47,,2.34,3.01,23.3,1.99,5.98,,468,Severe
"Vikas Sadan, Gurugram - HSPCB",11/14/19,271.62,,82.2,129.54,132.06,,2.41,11.93,15.17,2.01,5.99,,437,Severe
"Vikas Sadan, Gurugram - HSPCB",11/15/19,281.32,,11.9,86.78,53.41,,1.71,34.95,31.77,2,5.98,,425,Severe
"Vikas Sadan, Gurugram - HSPCB",11/16/19,133.26,,5.81,59.55,34.19,,1.22,38.3,24.38,2.01,6.01,,367,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/17/19,56.32,,5.23,44.17,25.91,,0.54,31.52,23.3,2,6.01,,190,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/18/19,60.99,,18.39,54.95,41.88,,0.76,21.46,35.48,2.01,6.03,,98,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",11/19/19,70.91,,69.17,72.94,92.01,,1.12,26.14,24.64,2,6.01,,116,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/20/19,106.08,,172.54,87.87,184.27,,1.87,40.95,37.66,2,5.99,,191,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/21/19,124.57,,180.81,92.19,206.66,,2.39,41.95,33.47,2,6,,297,Poor
"Vikas Sadan, Gurugram - HSPCB",11/22/19,133.34,,147.66,106.61,188.62,,2.19,36.62,28.06,2.01,5.99,,306,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/23/19,93.91,,6.83,68.61,39.75,,0.81,20.42,28.28,1.99,6.03,,271,Poor
"Vikas Sadan, Gurugram - HSPCB",11/24/19,84.22,,3.33,53.03,28.79,,0.64,21.78,40.77,2,6.01,,178,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/25/19,83.37,,75.83,103.72,113.39,,1.73,21.4,27.75,2,6,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/26/19,79.81,,86.31,83.77,111.39,,1.04,12.02,16.33,1.99,6.01,,188,Moderate
"Vikas Sadan, Gurugram - HSPCB",11/27/19,47.83,,17.92,84.02,56.6,,0.85,8.42,19.48,2,6,,100,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",11/28/19,30.46,,6.14,61.3,35.29,,0.47,3.73,29.61,1.99,5.98,,72,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",11/29/19,31.96,,12.6,71.77,45.88,,0.73,6.94,21.68,2,6,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",11/30/19,51.43,,7.34,46.19,27.38,,0.78,8.78,23.55,2,6,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",12/1/19,65.65,,33.83,60.13,53.75,,0.67,8.13,36.65,2.01,5.98,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/2/19,89.98,,24.19,69.09,53.73,,0.95,7.61,31.89,1.99,6,,147,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/3/19,110.87,,20.39,81.51,57.29,,0.98,4.56,39.66,2,5.97,,251,Poor
"Vikas Sadan, Gurugram - HSPCB",12/4/19,122.72,,106.72,92.94,132.79,,1.67,6.87,37.92,1.99,5.98,,287,Poor
"Vikas Sadan, Gurugram - HSPCB",12/5/19,192.37,,159.9,107.4,197.05,,2.74,8.38,44.07,2,5.99,,334,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/6/19,208.74,,68.03,83.05,96.26,,1.92,2.61,40.73,2,6,,365,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/7/19,189.19,,62.62,87.65,94.38,,2.07,1.53,33.91,2,5.98,,355,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/8/19,189.92,,91.02,75.62,109.89,,1.83,0.92,36.01,1.99,6.02,,360,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/9/19,164.32,,133.15,83.88,148.23,,2.21,27.89,32.76,2,6.02,,341,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/10/19,183.16,,153.06,97.05,173.98,,2.84,66.06,33.5,2,6,,339,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/11/19,210.8,,157.22,94.37,187.22,,2.85,71.45,36.72,1.99,6.01,,362,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/12/19,185.75,,21.31,95.9,66.87,,1.45,54.08,38.06,2.01,6.03,,364,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/13/19,64.56,,4.59,61.2,33.92,,0.84,25.3,21.95,2,6,,238,Poor
"Vikas Sadan, Gurugram - HSPCB",12/14/19,55.42,,6.42,66.28,37.68,,0.81,26.89,15.82,1.94,5.62,,102,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/15/19,60.34,,5.73,43.81,25.62,,0.58,27.74,21.06,2,6.02,,101,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/16/19,52.39,,2.62,36.12,19.22,,0.61,20.02,20.67,2,6.01,,97,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",12/17/19,49.29,,10.98,33.31,24.5,,0.61,21.42,24.81,2.02,5.99,,80,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",12/18/19,70.88,,14.17,44.19,32.33,,0.96,31.97,24.08,1.96,5.88,,111,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/19/19,132.1,,82.08,55.68,93.34,,1.94,64.78,5.39,2.01,6,,230,Poor
"Vikas Sadan, Gurugram - HSPCB",12/20/19,139.29,,23.63,77.64,57.84,,1.74,43.23,24.28,2,5.99,,313,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/21/19,123.01,,12.25,64.35,41.78,,1.29,22.78,13.83,2.01,6,,312,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/22/19,76.2,,3.52,47.09,25.62,,1.04,14.78,15.35,2,5.99,,229,Poor
"Vikas Sadan, Gurugram - HSPCB",12/23/19,83.08,,11.78,42.93,30.28,,1.04,14.82,19.08,1.99,5.99,,156,Moderate
"Vikas Sadan, Gurugram - HSPCB",12/24/19,140.14,,29.95,71.77,60.17,,1.58,22.91,18.21,2.01,6,,256,Poor
"Vikas Sadan, Gurugram - HSPCB",12/25/19,86.04,,5.99,43.22,25.71,,0.92,11.71,8.72,1.99,5.99,,275,Poor
"Vikas Sadan, Gurugram - HSPCB",12/26/19,115.83,,20.34,46.58,38.94,,1.28,17.07,10.19,2,5.98,,219,Poor
"Vikas Sadan, Gurugram - HSPCB",12/27/19,127.83,,30.8,54.03,51.26,,1.43,16.78,19.71,1.99,6.02,,307,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/28/19,141.48,,75.32,47.2,83.48,,2,19.97,8.42,2,5.98,,311,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/29/19,206.98,,38.41,78.01,69.97,,2.16,22.79,16.66,2,6,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/30/19,159.67,,60.56,59.78,78.23,,2.14,15.63,5.11,2,5.99,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",12/31/19,160.14,,50.35,54.67,67.31,,1.72,9.83,17.84,2.01,6,,318,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/1/20,305.81,,196.42,53.82,198.27,,4.01,16.5,23.82,1.99,6,,421,Severe
"Vikas Sadan, Gurugram - HSPCB",1/2/20,315.92,,234.77,76.05,299.95,,4.2,19.11,16.91,2,5.98,,440,Severe
"Vikas Sadan, Gurugram - HSPCB",1/3/20,217.42,,165.85,59.44,175.08,,3.04,3.52,7.43,2,6,,423,Severe
"Vikas Sadan, Gurugram - HSPCB",1/4/20,150.49,,113.36,56.28,119.92,,2.01,5.69,24.19,2,5.99,,325,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/5/20,128.94,,52.22,56.71,69.73,,1.4,5,42.3,2,5.99,,316,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/6/20,133.85,,72.46,76.92,96.73,,1.36,7.5,9.25,2,6,,308,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/7/20,77.75,,13.54,61.53,41.41,,0.83,7,10.51,2.01,6,,224,Poor
"Vikas Sadan, Gurugram - HSPCB",1/8/20,82.64,,31.21,48.18,48.6,,0.96,8.97,1.37,2,5.99,,165,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/9/20,55.64,,3.29,32.1,17.56,,0.61,7.49,15.8,2,5.99,,130,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/10/20,80.9,,5.85,45.52,26.86,,1.08,6.89,31.73,1.98,6.02,,126,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/11/20,101.42,,12.53,53.2,36.01,,1.16,6.35,53.35,1.99,5.98,,218,Poor
"Vikas Sadan, Gurugram - HSPCB",1/12/20,140.64,,134.46,54.74,135.64,,2.08,7.12,63.17,2,6,,300,Poor
"Vikas Sadan, Gurugram - HSPCB",1/13/20,146.63,,50.92,66.04,88.94,,1.72,6.02,26.72,2,6.03,,322,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/14/20,65.35,,5.94,42.31,25.04,,0.84,7.33,16.45,2.01,6,,209,Poor
"Vikas Sadan, Gurugram - HSPCB",1/15/20,78.04,,11.74,49.78,33.75,,0.98,8.04,31.52,2,6.01,,142,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/16/20,86.62,,12.09,42.26,30.17,,1,7.02,,2,5.99,,180,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/17/20,65.26,,13.53,43.48,31.44,,0.98,8.26,21.64,2,6.01,,,
"Vikas Sadan, Gurugram - HSPCB",1/18/20,81.25,,34.43,47.18,50.43,,1.31,8.48,24.13,2.01,6,,149,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/19/20,81.48,,2.33,35.64,18.11,,0.78,7.12,53.91,2,6.01,,169,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/20/20,73.33,,17.04,36.07,30.78,,1.13,8.68,41.9,2,6,,144,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/21/20,127.74,,56.16,52.41,70.69,,1.73,7.22,35.6,1.99,6,,255,Poor
"Vikas Sadan, Gurugram - HSPCB",1/22/20,127.26,,84.17,43.44,88.39,,2.06,7.38,32.9,1.99,6,,310,Very Poor
"Vikas Sadan, Gurugram - HSPCB",1/23/20,63.42,,2.34,40.21,20.15,,0.72,7.5,55.12,1.99,6.02,,199,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/24/20,56.64,,2.66,46.28,23.77,,0.83,8.29,69.28,2.01,6.02,,119,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/25/20,88.17,,77.81,57.59,90.38,,1.76,9.3,50.51,2,6,,150,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/26/20,137.22,,94.56,50.99,97.07,,2.07,7.79,46.19,1.98,6,,298,Poor
"Vikas Sadan, Gurugram - HSPCB",1/27/20,121.47,,91.21,70.4,108.24,,1.63,7.24,29.91,2,6.02,,299,Poor
"Vikas Sadan, Gurugram - HSPCB",1/28/20,78.16,,5.03,63.24,34.8,,0.73,7.97,29.21,2,6.02,,218,Poor
"Vikas Sadan, Gurugram - HSPCB",1/29/20,42.57,,8.85,47.44,29.47,,0.7,8.92,40.8,1.99,6,,116,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/30/20,55.04,,7.24,46.05,27.37,,0.77,8.39,46.1,2.01,6,,103,Moderate
"Vikas Sadan, Gurugram - HSPCB",1/31/20,56.46,,16.26,47.31,35.35,,0.95,8.79,48.7,2.01,5.98,,111,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/1/20,76.9,,66.98,52.73,79.51,,1.97,9.06,46.49,2,6,,145,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/2/20,68.26,,7.49,36.13,23.23,,2.25,8.29,51.66,2,6.01,,135,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/3/20,85.36,,64.93,44.82,73.67,,2.73,9.01,50.6,2,5.99,,167,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/4/20,107.11,,115.27,59.42,121.86,,3.45,8.7,45.73,2,6.01,,223,Poor
"Vikas Sadan, Gurugram - HSPCB",2/5/20,118.81,,61.2,50.3,73.62,,3.15,8.26,53.47,2.01,6.01,,297,Poor
"Vikas Sadan, Gurugram - HSPCB",2/6/20,70.47,,22.68,43.32,39.09,,2.38,7.58,58.34,2,5.99,,185,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/7/20,106.12,,96.63,54.45,104.24,,3.12,9.26,52.71,1.98,5.97,,206,Poor
"Vikas Sadan, Gurugram - HSPCB",2/8/20,89.1,,13.91,44.46,32.68,,2.16,8.15,68.51,2,6,,225,Poor
"Vikas Sadan, Gurugram - HSPCB",2/9/20,95.7,,22.6,46.52,40.4,,2.31,8.6,63.82,2,6.01,,217,Poor
"Vikas Sadan, Gurugram - HSPCB",2/10/20,112.72,,72.02,51.31,82.91,,3.27,9.13,57.11,2,6.01,,239,Poor
"Vikas Sadan, Gurugram - HSPCB",2/11/20,135.59,,110.7,42.32,109.75,,3.42,9.72,51.36,1.99,5.98,,309,Very Poor
"Vikas Sadan, Gurugram - HSPCB",2/12/20,104.91,,23.36,35.46,35.64,,2.16,8.86,70.21,1.96,6.02,,280,Poor
"Vikas Sadan, Gurugram - HSPCB",2/13/20,61.99,,10.09,26.58,20.25,,1.48,11.56,67.02,1.99,5.99,,163,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/14/20,59.98,,8.56,20.72,15.98,,1.72,11.53,80.06,1.98,6.02,,129,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/15/20,51.23,,9.95,26.69,20.06,,1.67,11.74,84.75,2,5.99,,146,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/16/20,73.14,,33.37,39.83,45.95,,2.25,12.36,77.46,2,6,,191,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/17/20,92.71,,65.49,44.14,73.81,,2.6,11.63,49.6,1.99,6,,212,Poor
"Vikas Sadan, Gurugram - HSPCB",2/18/20,72.05,,73.52,48.92,83.43,,2.53,11.29,47.3,1.99,6.01,,162,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/19/20,83.97,,112.12,39.51,108.92,,2.34,11.93,57.07,2.01,5.98,,194,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/20/20,82.02,,8.56,30.85,21.35,,1.78,10.66,84.2,2.02,6.02,,154,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/21/20,50.43,,23.51,38.27,37.24,,2.34,11.28,10.62,2,6.03,,138,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/22/20,54.87,,35.53,36.93,46.77,,1.66,6.43,29.37,2.78,5.99,,,
"Vikas Sadan, Gurugram - HSPCB",2/23/20,94.81,,23.64,42.74,40.43,,1.57,3.11,30.72,2.01,6.04,,183,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/24/20,66.27,,31.07,43.29,45.61,,1.03,4.51,24.56,2,6,,151,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/25/20,83.99,,7.26,47.76,29.68,,0.83,7.35,32.49,1.99,6,,158,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/26/20,101.56,,94.7,55.79,103.96,,1.35,10.37,38.59,1.97,5.97,,227,Poor
"Vikas Sadan, Gurugram - HSPCB",2/27/20,76.18,,13.58,66.26,44.56,,0.77,8.51,21.37,2,6.01,,186,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/28/20,60.4,,2.59,42.2,22.76,,0.95,5.84,59.13,2,6.03,,123,Moderate
"Vikas Sadan, Gurugram - HSPCB",2/29/20,40.9,,4.05,39.29,22.6,,1.12,3.91,55.41,2,5.96,,114,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/1/20,23.34,,17.43,37.81,32.33,,1.09,2.9,71.39,2,5.98,,141,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/2/20,74.36,,59.91,50.04,73.05,,1.57,6.95,49.69,2.01,6.01,,159,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/3/20,77.67,,72.25,49.94,82.98,,1.56,7.88,44.02,1.99,6.01,,163,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/4/20,64.65,,97.94,50.75,104.05,,1.31,5.35,47.02,2.01,6.01,,139,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/5/20,38.18,,5.49,43.17,25.7,,0.84,1.52,57.4,1.99,5.99,,122,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/6/20,15.97,,5.52,53.29,30.63,,1.71,1.71,50.98,1.99,6.01,,129,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/7/20,23.44,,7.72,57.08,33.96,,1,2.4,41.9,2,6,,113,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/8/20,41.87,,37.58,52.89,54.09,,0.81,5.87,41.27,2.01,5.99,,99,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/9/20,47.37,,2.82,39.66,21.72,,0.51,6.53,47.41,2,6.02,,84,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",3/10/20,58.31,,3.78,47.32,26.08,,0.64,6.06,61.78,2.01,6,,117,Moderate
"Vikas Sadan, Gurugram - HSPCB",3/11/20,42,,3.8,55.09,30.13,,0.88,2.5,56.25,2,5.94,,105,Moderate
